Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR020972	Dermonecrotic/RTX toxin, membrane localization domain	interpro	domain		PF11647	
IPR020974	CGT/MARTX, cysteine protease (CPD) domain	interpro	domain		PS51771,PF11713	
IPR020978	Cryptochrome C-terminal	interpro	domain		PF12546	
IPR020980	Menbrane protein HflK, N-terminal	interpro	domain		PF12221	
IPR020981	Monopolin complex subunit Csm1/Pcs1, C-terminal	interpro	domain		PF12539	GO:0005515
IPR020983	Basic leucine-zipper, C-terminal	interpro	domain		PF12498	
IPR020985	Cell surface protein Shp, haem-binding domain	interpro	domain		PF11545	GO:0020037
IPR020988	Peptidase U32, collagenase	interpro	domain		PF12392	
IPR020989	Histone-arginine methyltransferase CARM1, N-terminal	interpro	domain		PF11531	
IPR020992	Tail specific protease, C-terminal	interpro	domain		PF11818	
IPR020997	Capicua transcriptional repressor modulator, Ataxin-1	interpro	domain		PF12547	
IPR021001	Spidroin, C-terminal	interpro	domain		PF11260	
IPR021002	Replication protein 1a, necrotic phentoype-determining domain	interpro	domain		PF12467	GO:0008168,GO:0016817
IPR021003	Cytomegalovirus glycoprotein N, N-terminal	interpro	domain		PF12522	
IPR021004	Dispersed gene family protein 1, domain 4	interpro	domain		PF11024	
IPR021005	Zinc finger, CGNR	interpro	domain		PF11706	
IPR021007	Complementary sex determiner, C-terminal	interpro	domain		PF11671	
IPR021009	Motility repressor MogR, DNA-dinding domain	interpro	domain		PF12181	
IPR021012	Down syndrome cell adhesion molecule, C-terminal	interpro	domain		PF12355	
IPR021015	Duffy-antigen binding, C-terminal	interpro	domain		PF12361	GO:0016020
IPR021022	Human herpes virus-8, glycoprotein K1	interpro	domain		PF11049	
IPR021025	Fanconi Anaemia group E protein, C-terminal	interpro	domain		PF11510,cd07439	
IPR021026	Filamentous haemagglutinin family outer membrane protein, domain of unknown function DUF3739	interpro	domain		PF12545	
IPR021027	Transposase, putative, helix-turn-helix domain	interpro	domain		PF12323	
IPR021028	Homotrimeric ring hydroxylase, catalytic domain	interpro	domain		PF11723	
IPR021029	DNA polymerase III, tau subunit, domain V	interpro	domain		PF12170	GO:0003887
IPR021031	Hyphally-regulated cell wall protein, N-terminal	interpro	domain		PF11765	
IPR021032	Duffy-antigen binding, N-terminal	interpro	domain		PF12377	
IPR021033	Extracellular fibrinogen binding protein, C-terminal	interpro	domain		PF12199	GO:0001848,GO:0005615
IPR021034	Domain of unknown function DUF3672	interpro	domain		PF12421	
IPR021035	Glycoprotein 60, Cryptosporidium spp	interpro	domain		PF11025	
IPR021039	Iron-sulphur binding protein LdpA, C-terminal	interpro	domain		PF12617	
IPR021040	LRRC8, pannexin-like TM region	interpro	domain		PF12534	
IPR021041	Major surface glycoprotein 2, C-terminal	interpro	domain		PF12373	
IPR021043	MKI67 FHA domain-interacting nucleolar phosphoprotein, FHA Ki67 binding	interpro	domain		PF12196	
IPR021044	Herpesvirus Glycoprotein B, antigenic domain, N-terminal	interpro	domain		PF12154	
IPR021046	Cold-shock protein, DEAD box A, C-terminal	interpro	domain		PF12343	GO:0016817
IPR021051	Herpes simplex virus, VP16, C-terminal	interpro	domain		PF12149	
IPR021052	Holliday junction recognition protein, HJURP	interpro	domain		PF12346	
IPR021053	Dispersed gene family protein 1, C-terminal	interpro	domain		PF11040	
IPR021059	DnaJ-related protein, N-terminal	interpro	domain		PF12339	
IPR021062	Putative aromatic acid exporter, C-terminal	interpro	domain		PF11728	
IPR021063	NF-kappa-B essential modulator NEMO, N-terminal	interpro	domain		PF11577	
IPR021064	Estrogen receptor beta, N-terminal	interpro	domain		PF12497	
IPR021065	Fertility inhibition protein FinO, N-terminal	interpro	domain		PF12602	
IPR021068	HTH DNA binding domain	interpro	domain		PF11972	
IPR021069	ImpA, C-terminal	interpro	domain		PF12486	
IPR021071	Low molecular weight S layer protein, N-terminal	interpro	domain		PF12211	
IPR021072	Melanoma associated antigen, N-terminal	interpro	domain		PF12440,SM01392	
IPR021076	Parvovirus non-structural protein 1, N-terminal	interpro	domain		PF12433	
IPR021081	Nepovirus subgroup A, polyprotein	interpro	domain		PF12312	
IPR021083	Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal	interpro	domain		PF11517	
IPR021084	Het-s prion-forming domain	interpro	domain		PF11558	
IPR021094	NPR1/NIM1-like, C-terminal	interpro	domain		PF12313	
IPR021097	CPH domain	interpro	domain		PF11515	
IPR021099	Plant organelle RNA recognition domain	interpro	domain		PF11955	
IPR021101	Optomotor-blind protein, N-terminal	interpro	domain		PF11078	
IPR021103	Argonaute PAZ domain, archaea	interpro	domain		PF12212	
IPR021104	KfrA, N-terminal DNA-binding domain	interpro	domain		PF11740	
IPR021105	Potassium channel, voltage dependent, Kv3, inactivation domain	interpro	domain		PF11404	
IPR021106	Protein Ste5, Fus3-binding domain	interpro	domain		PF12194	
IPR021108	Restriction endonuclease, type II, BpuJI, N-terminal	interpro	domain		PF11564	
IPR021112	Lantibiotic streptin immunity protein	interpro	domain		PF11083	
IPR021113	Acyl-ACP-thioesterase, N-terminal	interpro	domain		PF12590	GO:0016790
IPR021122	RNA ligase domain, REL/Rln2	interpro	domain		PF09414	
IPR021126	Interferon gamma receptor, poxvirus/mammal	interpro	domain		PF07140	GO:0019955,GO:0016020
IPR021131	Ribosomal protein L18e/L15P	interpro	domain		PF00828,PF17135	
IPR021136	Flagellar hook-length control protein-like, C-terminal	interpro	domain		PF02120	
IPR021139	NYN domain, limkain-b1-type	interpro	domain		PF01936	
IPR021140	Alkaline proteinase inhibitor/ Outer membrane lipoprotein Omp19	interpro	domain		PF02974	
IPR021148	Polysaccharide biosynthesis domain	interpro	domain		PF04669	
IPR021151	GINS subunit, domain A	interpro	domain		PF05916	
IPR021153	Heat-inducible transcription repressor HrcA, C-terminal	interpro	domain		PF01628	GO:0003677,GO:0006355
IPR021199	Cytadherence high molecular weight protein 1 N-terminal	interpro	domain		TIGR03836	
IPR021201	Leader peptide, exosporium	interpro	domain		TIGR03720	
IPR021206	MprA protease C-terminal rhombosortase-interaction domain	interpro	domain		TIGR03867	
IPR021210	Exosporium BclB, C-terminal	interpro	domain		TIGR03721	
IPR021212	Domain of unknown function DUF2760	interpro	domain		PF10816	
IPR021255	Putative auto-transporter adhesin, head GIN domain	interpro	domain		PF10988	
IPR021282	Dispersed gene family protein 1, domain 5	interpro	domain		PF11038	
IPR021301	Domain of unknown functionDUF2779	interpro	domain		PF11074	
IPR021331	Hypervirulence associated protein, TUDOR domain	interpro	domain		PF11160	
IPR021348	Domiain of unknown function DUF2963	interpro	domain		PF11178	
IPR021386	Domain of unknown function DUF3020	interpro	domain		PF11223	
IPR021394	Mediator complex, subunit Med25, PTOV domain	interpro	domain		PF11232	
IPR021397	Mediator complex, subunit Med25, synapsin 1	interpro	domain		PF11235	
IPR021406	Mediator complex, subunit Med25, NR box	interpro	domain		PF11244	
IPR021416	Protein of unknown function DUF3048, N-terminal	interpro	domain		PF11258	
IPR021418	THO complex, subunitTHOC2, C-terminal	interpro	domain		PF11262	
IPR021479	30K viral movement protein, C-terminal	interpro	domain		PF11330	
IPR021480	Probable zinc-ribbon domain, plant	interpro	domain		PF11331	
IPR021520	Stealth protein CR2, conserved region 2	interpro	domain		PF11380	GO:0016772
IPR021533	Putative beta-lactamase-inhibitor-like, PepSY-like	interpro	domain		PF11396	
IPR021536	DNA ligase IV domain	interpro	domain		PF11411	GO:0003910
IPR021538	Syntaxin-5, N-terminal, Sly1p-binding domain	interpro	domain		PF11416	
IPR021563	Rab interacting lysosomal protein, dimerization domain	interpro	domain		PF11461	GO:0046983
IPR021565	Rabenosyn, Rab binding domain	interpro	domain		PF11464	
IPR021567	Lens epithelium-derived growth factor, integrase-binding domain	interpro	domain		PF11467	
IPR021569	TUG ubiquitin-like domain	interpro	domain		PF11470	
IPR021570	LamB-type porin N-terminal domain	interpro	domain		PF11471	
IPR021575	RNA silencing suppressor P21, C-terminal	interpro	domain		PF11479	
IPR021586	Transcription regulator TrmB, C-terminal	interpro	domain		PF11495	
IPR021589	Spindle-body formation-associated protein	interpro	domain		PF11500	
IPR021590	Non-structural protein NSP1, betacoronavirus	interpro	domain		PF11501	
IPR021600	Transcription factor TFIIE alpha subunit, C-terminal	interpro	domain		PF11521	
IPR021609	Nitrosopumilus output domain 5	interpro	domain		PF11537	
IPR021613	Protein-tyrosine phosphatase receptor IA-2 ectodomain	interpro	domain		PF11548	
IPR021619	Mig-6 domain	interpro	domain		PF11555	
IPR021620	Erythrocyte binding antigen 175, C-terminal	interpro	domain		PF11556	
IPR021621	Solitary outer membrane autotransporter beta-barrel domain	interpro	domain		PF11557	
IPR021623	Lamina-associated polypeptide 2 alpha, C-terminal	interpro	domain		PF11560	
IPR021625	PI31 proteasome regulator,  N-terminal	interpro	domain		PF11566	
IPR021630	Domain of unknown function DUF3235	interpro	domain		PF11574	
IPR021639	DNA polymerase catalytic subunit Pol, C-terminal	interpro	domain		PF11590	GO:0003887,GO:0004523
IPR021643	Mediator complex, subunit Med13, N-terminal	interpro	domain		PF11597	
IPR021645	Shal-type voltage-gated potassium channels, N-terminal	interpro	domain		PF11601	
IPR021646	Sir1, ORC-binding domain	interpro	domain		PF11603	
IPR021648	Vacuolar protein sorting protein 36, GLUE domain	interpro	domain		PF11605,PS51495	GO:0032266,GO:0043130
IPR021651	Scaffold protein Ste5, Fus3-binding domain	interpro	domain		PF11610	GO:0019900
IPR021656	RPGR-interacting protein 1, first C2 domain	interpro	domain		PF11618	
IPR021657	Immunoglobulin-binding protein Sbi, domain IV	interpro	domain		PF11621	
IPR021658	Domain of unknown function DUF3251	interpro	domain		PF11622	
IPR021661	TRF2-interacting telomeric protein/Rap1, C-terminal	interpro	domain		PF11626	
IPR021668	Telomere-length maintenance and DNA damage repair	interpro	domain		PF11640,SM01342	GO:0004674
IPR021671	PD(D/E)XK endonuclease	interpro	domain		PF11645	
IPR021673	RIG-I-like receptor, C-terminal regulatory domain	interpro	domain		PF11648,PS51789	
IPR021708	Domain of unknown function DUF3291	interpro	domain		PF11695	
IPR021712	Uncharacterised domain UPF0506	interpro	domain		PF11703	
IPR021714	Nucleolar pre-ribosomal-associated protein 1, N-terminal	interpro	domain		PF11707	
IPR021715	Pre-mRNA-splicing factor SLU7 domain	interpro	domain		PF11708	
IPR021716	Thrombin inhibitor Madanin	interpro	domain		PF11714	
IPR021718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	interpro	domain		PF11718,SM01098	
IPR021720	Malectin domain	interpro	domain		PF11721	
IPR021721	Zinc finger, CCCH-type, TRM13	interpro	domain		PF11722	GO:0008168
IPR021722	Uncharacterised domain YvbH-like, oligomerisation domain	interpro	domain		PF11724	
IPR021726	THO complex, subunitTHOC2, N-terminal	interpro	domain		PF11732	
IPR021729	Domain of unknown function DUF3298	interpro	domain		PF11738	
IPR021730	Dicarboxylate transport	interpro	domain		PF11739	
IPR021731	AMIN domain	interpro	domain		PF11741	
IPR021742	Suppressor of RNA silencing P21-like, N-terminal	interpro	domain		PF11757	
IPR021744	Cobalamin synthesis G, N-terminal	interpro	domain		PF11760	
IPR021745	Cobalamin biosynthesis central region	interpro	domain		PF11761	
IPR021746	DIPSY domain	interpro	domain		PF11763,PS51825	
IPR021752	Transcription initiation factor Rrn7, Zinc-finger	interpro	domain		PF11781	
IPR021755	Transcription factor Aft1, HRA domain	interpro	domain		PF11786	
IPR021756	Transcription factor Aft1, HRR domain	interpro	domain		PF11787	
IPR021757	Ribosomal protein L46, N-terminal	interpro	domain		PF11788	
IPR021758	Baculoviridae late expression factor 5, C-terminal	interpro	domain		PF11792	
IPR021759	Domain of unknown function DUF3324, C-terminal	interpro	domain		PF11797	
IPR021760	Replication protein-C C-terminal	interpro	domain		PF11800	
IPR021761	UDP-glucuronate decarboxylase N-terminal	interpro	domain		PF11803	GO:0048040
IPR021764	Enterochelin esterase, N-terminal	interpro	domain		PF11806	GO:0005506,GO:0008849,GO:0006826,GO:0005737
IPR021773	Trafficking protein particle complex subunit 11	interpro	domain		PF11817	
IPR021774	Domain of unknown function DUF3338	interpro	domain		PF11819	
IPR021777	Domain of unknown function DUF3342	interpro	domain		PF11822	
IPR021778	Domain of unknown function DUF3343	interpro	domain		PF11823	
IPR021780	Nuclear/hormone receptor activator site AF-1	interpro	domain		PF11825	
IPR021782	Protein of unknown function DUF3347	interpro	domain		PF11827	
IPR021785	Domain of unknown function DUF3350	interpro	domain		PF11830	
IPR021786	Pre-mRNA splicing factor component Cdc5p/Cef1	interpro	domain		PF11831	
IPR021789	KHA domain	interpro	domain		PS51490,PF11834	
IPR021790	PTBP1, RNA recognition motif 2-like	interpro	domain		PF11835	
IPR021792	Beta-fructofuranosidase	interpro	domain		PF11837	GO:0004564,GO:0004575
IPR021797	Virulence factor membrane-bound polymerase, C-terminal	interpro	domain		PF11846	
IPR021800	Domain of unknown function DUF3369	interpro	domain		PF11849	
IPR021802	MiT/TFE transcription factors, C-terminal	interpro	domain		PF11851	GO:0006355
IPR021805	Peptidase M10A, matrix metallopeptidase, C-terminal	interpro	domain		PF11857	GO:0004222
IPR021807	High-affinity branched-chain amino acid transport system permease, LivHM, N-terminal	interpro	domain		PF11862	
IPR021812	Protein of unknown function DUF3391	interpro	domain		PF11871	
IPR021816	Dedicator of cytokinesis C/D, N-terminal	interpro	domain		PF11878	
IPR021818	Signal-induced proliferation-associated 1-like protein, C-terminal	interpro	domain		PF11881	
IPR021819	Far11/STRP, C-terminal	interpro	domain		PF11882,SM01293	
IPR021820	S-locus receptor kinase, C-terminal	interpro	domain		PF11883	GO:0004674
IPR021824	Capsid protein C, pestivirus	interpro	domain		PF11889	GO:0003968,GO:0004197,GO:0004252,GO:0016817,GO:0017111,GO:0070008
IPR021826	Domain of unknown function DUF3412	interpro	domain		PF11892	
IPR021828	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase, domain N/S	interpro	domain		PF11896	GO:0004553
IPR021841	Vacuolar protein 14 C-terminal Fig4-binding domain	interpro	domain		PF11916	
IPR021843	Proteasome activator complex subunit 4 C-terminal domain	interpro	domain		PF11919	
IPR021846	NFACT protein, C-terminal	interpro	domain		PF11923	
IPR021849	Early growth response, N-terminal	interpro	domain		PF11928	
IPR021852	Domain of unknown function DUF3456	interpro	domain		PF11938	
IPR021854	WASH1, WAHD domain	interpro	domain		PF11945	
IPR021859	XRN2-binding (XTBD) domain	interpro	domain		PF11952,PS51827	
IPR021860	Peptidase S12, Pab87-related, C-terminal	interpro	domain		PF11954	
IPR021863	Fatty acid desaturase, N-terminal	interpro	domain		PF11960	GO:0016717,GO:0055114
IPR021864	Domain of unknown function DUF3475	interpro	domain		PF11961	GO:0045927
IPR021865	Peptidase G2, IMC autoproteolytic cleavage domain	interpro	domain		PF11962	
IPR021868	Alpha-2-macroglobulin MG3 domain	interpro	domain		PF11974	
IPR021869	Ribonuclease Zc3h12a-like, NYN domain	interpro	domain		PF11977	
IPR021870	Major vault protein, shoulder domain	interpro	domain		PF11978,cd08825	
IPR021873	Cell division protein FtsA, C-terminal	interpro	domain		PF11983	
IPR021875	Retrograde transport protein Dsl1 N-terminal domain	interpro	domain		PF11988	
IPR021876	Retrograde transport protein Dsl1, C-terminal domain	interpro	domain		PF11989	
IPR021878	Protein-glutamine gamma-glutamyltransferase TgpA, N-terminal	interpro	domain		PF11992	
IPR021881	NPK1-activating kinesin-like protein, C-terminal	interpro	domain		PF11995	
IPR021885	Domain of unknown function DUF3496	interpro	domain		PF12001	
IPR021886	MgsA AAA+ ATPase C-terminal	interpro	domain		PF12002	
IPR021887	Domain of unknown function DUF3498	interpro	domain		PF12004	
IPR021891	Telomerase ribonucleoprotein complex - RNA-binding domain	interpro	domain		SM00975,PF12009	GO:0003964
IPR021893	Protein of unknown function DUF3504	interpro	domain		PF12012	
IPR021894	Domain of unknown function DUF3506	interpro	domain		PF12014	
IPR021895	Bud3, N-terminal	interpro	domain		PF12015	
IPR021901	CAS family, C-terminal	interpro	domain		PF12026	
IPR021911	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523	interpro	domain		PF12037	
IPR021914	Transcriptional factor DELLA, N-terminal	interpro	domain		PF12041	
IPR021915	Tubuliform egg casing silk strands structural domain	interpro	domain		PF12042	
IPR021918	Domain of unknown function DUF3528, homeobox protein, eukaryotic	interpro	domain		PF12045	
IPR021922	Par3/HAL, N-terminal	interpro	domain		PF12053	
IPR021925	Large proline-rich protein BAG6	interpro	domain		PF12057	
IPR021930	Heparan sulphate-N-deacetylase	interpro	domain		PF12062	GO:0015016,GO:0016787
IPR021933	SERRATE/Ars2, N-terminal	interpro	domain		PF12066	
IPR021934	Sox, C-terminal	interpro	domain		PS51516	
IPR021935	Small G protein signalling modulator 1/2, Rab-binding domain	interpro	domain		PF12068	
IPR021940	Uncharacterised domain Wax2, C-terminal	interpro	domain		PF12076	
IPR021949	Domain of unknown function DUF3566. transmembrane	interpro	domain		PF12089	
IPR021962	Surface lipoprotein of Spirochaetales order	interpro	domain		PF12103	
IPR021963	T cell CD4 receptor C-terminal region	interpro	domain		PF12104	
IPR021964	Colicin E5 ribonuclease domain	interpro	domain		PF12106	GO:0004540
IPR021965	Plasminogen ligand, VEK-30	interpro	domain		PF12107	
IPR021966	Splicing factor SF3a60 binding domain	interpro	domain		PF12108	
IPR021967	Nuclear protein 96	interpro	domain		PF12110	
IPR021968	Polyribonucleotide phosphorylase C-terminal	interpro	domain		PF12111	
IPR021970	Sequence-variable mosaic (SVM), signal sequence	interpro	domain		PF12113	
IPR021972	Parvovirus non-structural protein 1, C-terminal	interpro	domain		PF12117	
IPR021975	Rifampin ADP-ribosyltransferase	interpro	domain		PF12120	
